survived,pclass,name,age,fare,sibsp,parch,sex_male
0,1,"Goldschmidt, Mr. George B",2.845134240545223,-0.0007623409386206146,0,0,True
1,1,"Greenfield, Mr. William Bertram",-0.4614886635159376,0.5420343920916405,0,1,True
1,2,"Doling, Mrs. John T (Ada Julia Bone)",0.2962790853314117,-0.22114415698863688,0,1,False
0,2,"Kantor, Mr. Sinai",0.2962790853314117,-0.16441392684413544,1,0,True
0,3,"Petranec, Miss. Matilda",-0.11704877767623337,-0.5067657377048297,0,0,False
0,1,"White, Mr. Richard Frasar",-0.5992646178518193,0.8054366326679036,0,1,True
0,3,"Johansson, Mr. Gustaf Joel",0.22739110816347086,-0.49242433552429976,0,0,True
0,3,"Gustafsson, Mr. Anders Vilhelm",0.5029430168352342,-0.5062135634647565,2,0,True
0,3,"Mionoff, Mr. Stoytcho",-0.11704877767623337,-0.5067657377048297,0,0,True
1,3,"Salkjelsvik, Miss. Anna Kristine",-0.5992646178518193,-0.5114138345613359,0,0,False
0,3,"Rekic, Mr. Tido",0.571830994003175,-0.5067657377048297,0,0,True
0,1,"Porter, Mr. Walter Chamberlain",1.1918227885146426,0.32724806774154364,0,0,True
0,3,"Zabour, Miss. Hileni",-1.0470364694434349,-0.3827458905782637,1,0,False
0,3,"Barton, Mr. David John",-0.5303766406838785,-0.5038498038754023,0,0,True
0,3,"Jussila, Miss. Katriina",-0.6681525950197601,-0.47028441770657237,1,0,False
0,3,"Attalah, Miss. Malake",-0.8748165265235827,-0.3826683592637328,0,0,False
0,3,"Pekoniemi, Mr. Edvard",-0.5992646178518193,-0.5062135634647565,0,0,True
0,3,"Connors, Mr. Patrick",2.8106902519612524,-0.5095228268898525,0,0,True
0,2,"Turpin, Mr. William John Robert",-0.04816080050829252,-0.2589643104183045,1,0,True
0,1,"Baxter, Mr. Quigg Edmond",-0.3926006863479967,4.024561395087223,0,1,True
0,3,"Andersson, Miss. Ellis Anna Maria",-1.9081361840426954,-0.06466327217338712,4,2,False
0,2,"Hickman, Mr. Stanley George",-0.5992646178518193,0.7338147171104706,2,0,True
0,2,"Nasser, Mr. Nicholas",0.19294711957950042,-0.08743478655338999,1,0,True
1,2,"Webber, Miss. Susan",0.19294711957950042,-0.410244924136975,0,0,False
0,1,"White, Mr. Percival Wayland",1.6740386286902287,0.8054366326679036,0,1,True
1,3,"Nicola-Yarred, Master. Elias",-1.219256412363287,-0.4434945120246673,1,0,True
1,3,"Madsen, Mr. Fridtjof Arne",-0.3926006863479967,-0.5210258265554859,0,0,True
0,3,"Ekstrom, Mr. Johan",1.054046834178761,-0.5241781363438487,0,0,True
0,3,"Drazenoic, Mr. Jozef",0.22739110816347086,-0.5067657377048297,0,0,True
0,3,"Coelho, Mr. Domingos Fernandeo",-0.6681525950197601,-0.5227598805902361,0,0,True
0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",1.1918227885146426,-0.3818798090647243,1,0,False
1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",-0.04816080050829252,-0.16441392684413544,1,0,False
0,2,"Sobey, Mr. Samuel James Hayden",-0.3237127091800559,-0.410244924136975,0,0,True
0,2,"Richard, Mr. Emile",-0.4614886635159376,-0.371558689193768,0,0,True
1,1,"Newsom, Miss. Helen Monypeny",-0.7370405721877009,-0.159056702110823,0,2,False
0,1,"Futrelle, Mr. Jacques Heath",0.5029430168352342,0.34804915212786086,1,0,True
0,3,"Osen, Mr. Olaf Elon",-0.9437045036915235,-0.48178741737220576,0,0,True
0,1,"Giglio, Mr. Victor",-0.3926006863479967,0.8416021543850234,0,0,True
1,3,"Nysten, Miss. Anna Sofia",-0.5303766406838785,-0.5095228268898525,0,0,False
1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",-0.3926006863479967,-0.3563512054996986,1,0,False
0,3,"Burke, Mr. Jeremiah",-0.7370405721877009,-0.5284329036046863,0,0,True
0,2,"Andrew, Mr. Edgardo Samuel",-0.8059285493556418,-0.4386100392092257,0,0,True
0,2,"Nicholls, Mr. Joseph Charles",-0.7370405721877009,0.03886939784032803,1,1,True
1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",-0.1859367548441742,-0.5086567453763131,0,0,True
0,3,"Ford, Miss. Robina Maggie ""Ruby""",-1.4259203438671093,-0.006042034357402272,2,2,False
0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",0.4684990282512638,-0.16441392684413544,0,2,True
0,2,"Byles, Rev. Thomas Roussel Davids",0.8473829026749384,-0.410244924136975,0,0,True
0,2,"Bateman, Rev. Robert James",1.4673746971864061,-0.41922721057652107,0,0,True
1,1,"Pears, Mrs. Thomas (Edith Wearne)",-0.5303766406838785,0.6033351877781172,1,0,False
0,3,"Meo, Mr. Alfonzo",1.7773705944421399,-0.5038498038754023,0,0,True
0,3,"van Billiard, Mr. Austin Blyler",0.7440509369230272,-0.3818798090647243,0,2,True
0,1,"Williams, Mr. Charles Duane",1.4673746971864061,0.5046094592653129,0,1,True
1,3,"Gilnagh, Miss. Katherine ""Katie""",-0.9437045036915235,-0.5098386251709902,0,0,False
0,3,"Corn, Mr. Harry",0.020727176659648322,-0.5038498038754023,0,0,True
0,3,"Cribb, Mr. John Hatfield",0.9851588570108202,-0.35162368632099017,0,1,True
1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0.7096069483390568,-0.358242213171182,0,0,False
0,3,"Bengtsson, Mr. John Viktor",-0.25482473201211503,-0.5090500749719817,0,0,True
0,3,"Calic, Mr. Jovo",-0.8748165265235827,-0.49226738188756664,0,0,True
0,3,"Panula, Master. Eino Viljami",-1.977024161210636,0.09441774819015235,4,1,True
1,3,"Goldsmith, Master. Frank John William ""Frankie""",-1.4259203438671093,-0.2679465968578506,0,2,True
0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1.054046834178761,-0.12848478108595124,1,4,False
0,3,"Ling, Mr. Lee",-0.11704877767623337,0.41226399063609354,0,0,True
0,1,"Van der hoef, Mr. Wyckoff",2.1562544688658143,-0.022588351482881856,0,0,True
0,3,"Rice, Master. Arthur",-1.7703602297068137,-0.10531993711027979,4,1,True
1,3,"Johnson, Miss. Eleanor Ileen",-1.977024161210636,-0.4455443643405553,1,1,False
0,3,"Sivola, Mr. Antti Wilhelm",-0.5992646178518193,-0.5062135634647565,0,0,True
0,1,"Smith, Mr. James Clinch",1.8118145830261103,-0.07561598860661886,0,0,True
0,3,"Klasen, Mr. Klas Albin",-0.8059285493556418,-0.5075523968961668,1,1,True
0,1,"Isham, Miss. Ann Elizabeth",1.3984867200184652,-0.11312034375514876,0,0,False
0,2,"Hale, Mr. Reginald",0.020727176659648322,-0.410244924136975,0,0,True
0,3,"Leonard, Mr. Lionel",0.43405503966729336,-0.6560759214298145,0,0,True
0,3,"Asplund, Master. Clarence Gustaf Hugo",-1.4259203438671093,-0.0625358885429683,4,2,True
1,2,"Becker, Master. Richard F",-1.977024161210636,0.08141707044870411,2,1,True
1,3,"Kink-Heilmann, Miss. Luise Gretchen",-1.7703602297068137,-0.23958148178559988,0,2,False
1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1.054046834178761,-0.15401338465097683,0,0,True
0,3,"Bourke, Mr. John",0.7096069483390568,-0.3629697323498905,1,1,True
0,3,"Turcin, Mr. Stjepan",0.43405503966729336,-0.5067657377048297,0,0,True
1,2,"Pinsky, Mrs. (Rosa)",0.15850313099553,-0.410244924136975,0,0,False
0,2,"Carbines, Mr. William",-0.7370405721877009,-0.410244924136975,0,0,True
1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",-0.7370405721877009,-0.5075523968961668,1,0,False
1,2,"Navratil, Master. Michel M",-1.8392482068747544,-0.16441392684413544,1,1,True
1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",0.9851588570108202,-0.1318734668332494,0,0,False
1,1,"Lurette, Miss. Elise",1.949590537361992,2.1146436468890077,0,0,False
0,3,"Olsen, Mr. Karl Siegwart Andreas",0.8473829026749384,-0.49715185470300827,0,1,True
0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",-0.3926006863479967,-0.410244924136975,0,0,False
0,3,"Vande Walle, Mr. Nestor Cyriel",-0.11704877767623337,-0.47643019263889336,0,0,True
0,3,"Johanson, Mr. Jakob Alfred",0.2962790853314117,-0.5332398451055971,0,0,True
0,3,"Youseff, Mr. Gerious",1.0884908227627315,-0.5194506171651402,0,0,True
1,3,"Cohen, Mr. Gurshon ""Gus""",-0.8059285493556418,-0.5038498038754023,0,0,True
0,3,"Strom, Miss. Telma Matilda",-1.9081361840426954,-0.4582292438008658,0,1,False
0,3,"Backstrom, Mr. Karl Alfred",0.15850313099553,-0.3563512054996986,1,0,True
1,3,"Albimona, Mr. Nassef Cassem",-0.25482473201211503,-0.30080285514987426,0,0,True
1,3,"Carr, Miss. Helen ""Ellen""",-0.9437045036915235,-0.5095228268898525,0,0,False
1,1,"Blank, Mr. Henry",0.7096069483390568,-0.06986354326996638,0,0,True
0,3,"Ali, Mr. Ahmed",-0.3926006863479967,-0.5227598805902361,0,0,True
1,2,"Cameron, Miss. Clear Annie",0.36516706249935255,-0.2589643104183045,0,0,False
0,3,"Perkin, Mr. John Henry",-0.5303766406838785,-0.5189778652472694,0,0,True
0,2,"Givard, Mr. Hans Kristensen",0.020727176659648322,-0.410244924136975,0,0,True
1,1,"Newell, Miss. Madeleine",0.08961515382758917,1.4859630184429855,1,0,False
1,3,"Honkanen, Miss. Eliina",-0.1859367548441742,-0.5062135634647565,0,0,False
0,2,"Jacobsohn, Mr. Sidney Samuel",0.8473829026749384,-0.14550385012930164,1,0,True
1,1,"Bazzani, Miss. Albina",0.15850313099553,0.7866059782752722,0,0,False
0,2,"Harris, Mr. Walter",0.020727176659648322,-0.4575201159240595,0,0,True
1,3,"Sunderland, Mr. Victor Francis",-0.9437045036915235,-0.5038498038754023,0,0,True
0,2,"Bracken, Mr. James H",-0.1859367548441742,-0.410244924136975,0,0,True
0,3,"Green, Mr. George Henry",1.4673746971864061,-0.5038498038754023,0,0,True
1,1,"Hoyt, Mr. Frederick Maxfield",0.571830994003175,1.0458309829052286,1,0,True
0,3,"Berglund, Mr. Karl Ivar Sven",-0.5303766406838785,-0.4792667041461184,0,0,True
1,2,"Mellors, Mr. William John",-0.7370405721877009,-0.4575201159240595,0,0,True
0,3,"Lovell, Mr. John Hall (""Henry"")",-0.6337086064357897,-0.5189778652472694,0,0,True
0,2,"Fahlstrom, Mr. Arne Jonas",-0.8059285493556418,-0.410244924136975,0,0,True
1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0.36516706249935255,0.9224427323409378,1,0,False
0,3,"Larsson, Mr. Bengt Edvin",-0.04816080050829252,-0.5090500749719817,0,0,True
0,2,"Sjostedt, Mr. Ernst Adolf",2.018478514529933,-0.4007898857795581,0,0,True
1,3,"Asplund, Miss. Lillian Gertrud",-1.7014722525388728,-0.0625358885429683,4,2,False
0,2,"Leyson, Mr. Robert William Norman",-0.3926006863479967,-0.4575201159240595,0,0,True
0,2,"Hold, Mr. Stephen",0.9851588570108202,-0.16441392684413544,1,0,True
1,2,"Collyer, Miss. Marjorie ""Lottie""",-1.4948083210350502,-0.159686407665427,0,2,False
0,2,"Pengelly, Mr. Frederick William",-0.7370405721877009,-0.4575201159240595,0,0,True
0,2,"Hunt, Mr. George Henry",0.22739110816347086,-0.4239547297552295,0,0,True
0,2,"Coleridge, Mr. Reginald Charles",-0.04816080050829252,-0.4575201159240595,0,0,True
0,3,"Maenpaa, Mr. Matti Alexanteri",-0.5303766406838785,-0.5213416248366236,0,0,True
0,3,"Attalah, Mr. Sleiman",0.020727176659648322,-0.5194506171651402,0,0,True
0,1,"Minahan, Dr. William Edward",0.9851588570108202,1.0458309829052286,2,0,True
0,3,"Lindahl, Miss. Agda Thorilda Viktoria",-0.3237127091800559,-0.5090500749719817,0,0,False
1,2,"Hamalainen, Mrs. William (Anna)",-0.3926006863479967,-0.3818798090647243,0,2,False
1,1,"Beckwith, Mr. Richard Leonard",0.5029430168352342,0.33772803225690456,1,1,True
0,2,"Carter, Rev. Ernest Courtenay",1.6740386286902287,-0.16441392684413544,1,0,True
0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",-0.04816080050829252,-0.4582292438008658,1,1,False
0,1,"Stead, Mr. William Thomas",2.225142446033755,-0.15401338465097683,0,0,True
0,3,"Lobb, Mr. William Arthur",0.020727176659648322,-0.35162368632099017,1,0,True
0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0.7784949255069976,-0.27385599583123615,0,2,False
1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",-0.04816080050829252,-0.36777667385080126,0,2,False
1,1,"Cherry, Miss. Gladys",0.020727176659648322,0.9796457144033102,0,0,False
1,2,"Parrish, Mrs. (Lutie Davis)",1.3984867200184652,-0.16441392684413544,0,1,False
1,3,"Asplund, Master. Edvin Rojj Felix",-1.8392482068747544,-0.0625358885429683,4,2,True
0,1,"Taussig, Mr. Emil",1.5362626743543468,0.8501116889066986,1,1,True
0,1,"Harrison, Mr. William",0.7096069483390568,-0.6560759214298145,0,0,True
0,2,"Reeves, Mr. David",0.43405503966729336,-0.4575201159240595,0,0,True
0,3,"Panula, Mr. Ernesti Arvid",-0.9437045036915235,0.09441774819015235,4,1,True
1,3,"Persson, Mr. Ernst Ulrik",-0.3237127091800559,-0.5090500749719817,1,0,True
1,1,"Graham, Mrs. William Thompson (Edith Junkins)",1.949590537361992,2.245911726420369,0,1,False
1,1,"Bissette, Miss. Amelia",0.36516706249935255,1.908760186656254,0,0,False
1,3,"Tornquist, Mr. William Henry",-0.3237127091800559,-0.6560759214298145,0,0,True
1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0.7784949255069976,-0.28732942549055523,0,1,False
0,1,"Natsch, Mr. Charles H",0.5029430168352342,-0.09444664299925036,0,1,True
1,1,"Andrews, Miss. Kornelia Theodosia",2.294030423201696,0.818121512128214,1,0,False
0,3,"Lindblom, Miss. Augusta Charlotta",1.054046834178761,-0.5095228268898525,0,0,False
0,3,"Rice, Master. Eric",-1.5636962982029912,-0.10531993711027979,4,1,True
1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",0.36516706249935255,-0.2731468679544299,1,1,False
0,3,"Duane, Mr. Frank",2.431806377537578,-0.5095228268898525,0,0,True
0,3,"Olsson, Mr. Nils Johan Goransson",-0.11704877767623337,-0.5075523968961668,0,0,True
0,3,"de Pelsmaeker, Mr. Alfons",-0.9437045036915235,-0.47643019263889336,0,0,True
1,3,"Dorking, Mr. Edward Arthur",-0.7370405721877009,-0.5038498038754023,0,0,True
0,3,"Stankovic, Mr. Ivan",0.22739110816347086,-0.49226738188756664,0,0,True
1,3,"de Mulder, Mr. Theodore",0.020727176659648322,-0.47643019263889336,0,0,True
0,3,"Naidenoff, Mr. Penko",-0.5303766406838785,-0.5067657377048297,0,0,True
1,2,"Hosono, Mr. Masabumi",0.8473829026749384,-0.410244924136975,0,0,True
1,3,"Connolly, Miss. Kate",-0.5303766406838785,-0.5095228268898525,0,0,False
1,1,"Barber, Miss. Ellen ""Nellie""",-0.25482473201211503,0.8349836275348314,0,0,False
1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",-0.7370405721877009,1.066238737695877,1,0,False
0,2,"Levy, Mr. Rene Jacques",0.43405503966729336,-0.41260868372632925,0,0,True
0,3,"Haas, Miss. Aloisia",-0.3926006863479967,-0.4887217425035353,0,0,False
0,3,"Mineff, Mr. Ivan",-0.3926006863479967,-0.5067657377048297,0,0,True
0,3,"Hanna, Mr. Mansour",-0.4270446749319672,-0.519371194842938,0,0,True
0,1,"Allison, Miss. Helen Loraine",-1.9081361840426954,2.20974620470325,1,2,False
1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1.3984867200184652,4.024561395087223,0,1,False
0,3,"Johnson, Mr. William Cahoone Jr",-0.7370405721877009,-0.6560759214298145,0,0,True
1,1,"Allison, Master. Hudson Trevor",-1.9825351993840714,2.20974620470325,1,2,True
1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",-0.8748165265235827,1.4032314328155877,1,0,False
0,2,"Abelson, Mr. Samuel",0.020727176659648322,-0.20223408027380307,1,0,True
1,1,"Francatelli, Miss. Laura Mabel",0.020727176659648322,0.42045961788430253,0,0,False
1,1,"Hays, Miss. Margaret Bechstein",-0.3926006863479967,0.91645391104535,0,0,False
0,2,"Lahtinen, Mrs. William (Anna Sylfven)",-0.25482473201211503,-0.16441392684413544,1,1,False
0,3,"Hendekovic, Mr. Ignjac",-0.11704877767623337,-0.5067657377048297,0,0,True
0,2,"Hart, Mr. Benjamin",0.9162708798428792,-0.159686407665427,1,1,True
1,3,"Nilsson, Miss. Helmina Josefina",-0.25482473201211503,-0.5075523968961668,0,0,False
1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",-0.3926006863479967,-0.16441392684413544,1,0,False
0,2,"Moraweck, Dr. Ernest",1.6740386286902287,-0.3913348474221412,0,0,True
1,1,"Wick, Miss. Mary Natalie",0.08961515382758917,2.461566023291677,0,2,False
1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0.7096069483390568,1.887329396715333,1,1,False
0,3,"Dennis, Mr. Samuel",-0.5303766406838785,-0.5189778652472694,0,0,True
0,3,"Danoff, Mr. Yoto",-0.1859367548441742,-0.5067657377048297,0,0,True
1,2,"Slayter, Miss. Hilda Mary",0.020727176659648322,-0.4225364740016169,0,0,False
1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",-0.5303766406838785,-0.10768369669963401,1,1,False
1,1,"Young, Miss. Marie Grice",0.43405503966729336,1.908760186656254,0,0,False
0,3,"Nysveen, Mr. Johan Hansen",2.1562544688658143,-0.5381243179210387,0,0,True
1,2,"Ball, Mrs. (Ada E Hall)",0.43405503966729336,-0.410244924136975,0,0,False
1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0.08961515382758917,-0.2679465968578506,1,1,False
1,1,"Hippach, Miss. Jean Gertrude",-0.9437045036915235,0.440315198434878,0,1,False
0,1,"Partner, Mr. Austen",1.0884908227627315,-0.11713873505705091,0,0,True
0,1,"Graham, Mr. George Edward",0.571830994003175,2.245911726420369,0,1,True
0,3,"Vander Planke, Mr. Leo Edmondus",-0.9437045036915235,-0.31569454056280594,2,0,True
0,1,"Pears, Mr. Thomas Clinton",-0.04816080050829252,0.6033351877781172,1,0,True
1,1,"Burns, Miss. Elizabeth Margaret",0.7784949255069976,1.887329396715333,0,0,False
1,3,"Dahl, Mr. Karl Edwart",1.054046834178761,-0.5038498038754023,0,0,True
0,1,"Blackwell, Mr. Stephen Weart",1.054046834178761,0.015231801946785766,0,0,True
1,2,"Navratil, Master. Edmond Roger",-1.9081361840426954,-0.16441392684413544,1,1,True
0,2,"Collander, Mr. Erik Gustaf",-0.11704877767623337,-0.410244924136975,0,0,True
0,2,"Sedgwick, Mr. Charles Frederick Waddington",-0.3237127091800559,-0.410244924136975,0,0,True
0,2,"Fox, Mr. Stanley Hubert",0.43405503966729336,-0.410244924136975,0,0,True
1,2,"Brown, Miss. Amelia ""Mildred""",-0.3926006863479967,-0.410244924136975,0,0,False
1,2,"Smith, Miss. Marion Elsie",0.7096069483390568,-0.410244924136975,0,0,False
1,3,"Coutts, Master. William Loch ""William""",-1.8392482068747544,-0.35540570166395696,1,1,True
0,3,"Dimic, Mr. Jovan",0.8473829026749384,-0.49226738188756664,0,0,True
0,3,"Odahl, Mr. Nils Martin",-0.4614886635159376,-0.48163046373547264,0,0,True
0,3,"Elias, Mr. Tannous",-1.0125924808594644,-0.519371194842938,1,1,True
0,3,"Arnold-Franchi, Mr. Josef",-0.3237127091800559,-0.3194765559057727,1,0,True
0,3,"Vanden Steen, Mr. Leo Peter",-0.11704877767623337,-0.47643019263889336,0,0,True
1,1,"Bowerman, Miss. Elsie Edith",-0.5303766406838785,0.3839782978860451,0,1,False
0,2,"Funk, Miss. Annie Clemmer",0.571830994003175,-0.410244924136975,0,0,False
0,3,"Skoog, Mr. Wilhelm",0.7096069483390568,-0.12848478108595124,1,4,True
0,2,"del Carlo, Mr. Sebastiano",-0.04816080050829252,-0.1318734668332494,1,0,True
0,3,"Barbara, Mrs. (Catherine David)",1.054046834178761,-0.3827458905782637,0,1,False
0,3,"Asim, Mr. Adola",0.36516706249935255,-0.5227598805902361,0,0,True
0,3,"Adahl, Mr. Mauritz Nils Martin",0.020727176659648322,-0.5189778652472694,0,0,True
1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",2.087366491697874,0.7669073513614297,1,0,False
